user,friend
2101,2264
2101,2232
2101,2342
2101,1847
2101,355
2101,131
2112,1949
2112,661
2112,1911
2112,711
2112,2327
2112,1152
2112,1003
2112,2210
2112,132
2112,2047
2112,0
2112,2668
2112,1951
2112,188
2112,219
2112,334
2123,345
2123,2210
2123,2134
2123,2710
2123,2569
2123,2342
2123,1847
2123,0
2123,2105
2123,399
2123,1837
2123,1976
2134,1046
2134,255
2134,497
2134,925
2134,2115
2134,202
2134,2691
2134,2202
2134,1330
2134,2699
2134,2723
2134,685
2134,1303
2134,1981
2134,2396
2134,1676
2134,1530
2134,2538
2134,2712
2134,2058
2134,845
2134,1976
2134,1384
2134,633
2134,2264
2134,762
2134,1597
2134,2558
2134,1641
2134,89
2134,1784
2134,1049
2134,904
2134,191
2134,78
2134,2705
2134,1671
2134,2456
2134,1526
2134,2190
2134,2833
2134,2286
2134,1702
2134,1815
2134,273
2134,2576
2134,1076
2134,2774
2134,1837
2134,399
2134,2764
2134,2809
2134,540
2134,1742
2134,2182
2134,636
2134,2188
2134,1123
2134,1165
2134,2275
2134,1491
2134,174
2134,2488
2134,2114
2134,679
2134,111
2134,0
2134,1247
2134,949
2134,903
2134,1228
2134,2451
2134,2004
2134,1590
2134,1237
2134,2816
2134,517
2134,2802
2134,1069
2134,1613
2134,230
2134,948
2134,1809
2134,2244
2134,1030
2134,2297
2134,2471
2134,2196
2134,1802
2134,1101
2134,2460
2134,1213
2134,382
2134,1041
2134,1396
2134,2665
2134,126
2134,1500
2134,2164
2134,339
2134,125
2134,747
2134,1602
2134,36
2134,1906
2134,1122
2134,167
2134,2290
2134,2338
2134,79
2134,741
2134,1888
2134,366
2134,2481
2134,31
2134,997
2134,1793
2134,860
2134,222
2134,2749
2134,1691
2134,295
2134,2825
2134,2478
2134,1279
2134,2835
2134,1415
2134,2105
2134,2235
2134,501
2134,61
2134,2828
2134,745
2134,1996
2134,1928
2134,1905
2134,2663
2134,2686
2134,318
2134,848
2134,863
2134,1195
2134,2465
2134,2672
2134,1227
2134,2547
2134,1637
2134,410
2134,503
2134,2797
2134,2844
2134,2209
2134,577
2134,2554
2134,2758
2134,2839
2134,677
2134,2512
2134,2340
2134,171
2134,819
2134,1446
2134,2006
2134,1132
2134,1443
2134,802
2134,2418
2134,2323
2134,2531
2134,315
2134,1054
2134,2446
2134,247
2134,2428
2134,2189
2134,638
2134,64
2134,384
2134,615
2134,115
2134,1472
2134,1096
2134,2018
2134,2364
2134,1044
2134,2053
2134,1898
2134,2200
2134,2628
2134,912
2134,918
2134,2743
2134,224
2134,719
2134,2123
2134,2342
2134,18
2134,1869
2134,1075
2134,2676
2134,508
2134,1176
2134,1340
2134,984
2134,2231
2134,2543
2134,469
2134,2299
2134,2119
2134,2154
2134,755
2134,2414
2134,584
2134,2551
2134,1264
2134,778
2134,21
2134,611
2134,2110
2134,641
2134,1652
2134,1925
2134,1146
2134,349
2134,2108
2134,1916
2134,2771
2134,626
2134,1911
2134,2174
2134,23
2134,2489
2134,2528
2134,1180
2134,727
2134,1395
2134,1462
2134,1418
2134,2815
2134,1217
2134,2322
2134,1098
2134,565
2134,45
2134,2059
2134,2222
2134,1585
2134,1333
2134,2632
2134,2407
2145,2090
2145,2576
2145,2134
2145,235
2145,2154
2145,2484
2145,2630
2145,1868
2145,2713
2145,996
2145,729
2145,2396
2145,2293
2145,844
2145,2831
2145,2418
2145,2105
2145,0
2145,1467
2145,2188
2145,97
2145,540
2156,2157
2167,2188
2167,89
2167,2127
2167,78
2167,251
2167,2743
2177,900
2177,2728
2177,165
2177,2207
2177,475
2177,2341
2177,2395
2177,1544
2177,1783
2177,1143
2177,2794
2177,2320
2177,2569
2177,2364
2177,2547
2177,2305
2177,175
2177,2098
2177,2221
2177,994
2177,1298
2177,1558
2177,1535
2177,2625
2188,1888
2188,2124
2188,2519
2188,1073
2188,2145
2188,2148
2188,1045
2188,475
2188,1756
2188,1526
2188,315
2188,68
2188,712
2188,2320
2188,1735
2188,205
2188,2446
2188,423
2188,2102
2188,2527
2188,800
2188,2110
2188,100
2188,174
2188,239
2188,2414
2188,2743
2188,132
2188,75
2188,2293
2188,1874
2188,719
2188,1418
2188,850
2188,1217
2188,1333
2188,942
2188,860
2188,2167
2188,508
2188,2327
2188,1165
2188,1176
2188,334
2188,78
2188,2275
2188,2090
2188,755
2188,2805
2188,2127
2188,2210
2188,2297
2188,2342
2188,2558
2188,431
2188,2200
2188,611
2188,1386
2188,294
2188,2396
2188,399
2188,540
2188,636
2188,1837
2188,2018
2188,2710
2188,111
2188,2134
2188,2456
2188,1911
2188,0
2188,669
2188,355
2200,2138
2200,2154
2200,728
2200,719
2200,2134
2200,2743
2200,111
2200,540
2200,2488
2200,1392
2200,624
2200,101
2200,2188
2200,1914
2200,89
2200,2395
2210,2609
2210,1833
2210,929
2210,758
2210,2428
2210,1868
2210,2453
2210,595
2210,735
2210,1976
2210,1602
2210,2124
2210,2090
2210,1526
2210,1756
2210,640
2210,205
2210,445
2210,2272
2210,2551
2210,2364
2210,2446
2210,719
2210,2342
2210,2123
2210,274
2210,1816
2210,2763
2210,1491
2210,2676
2210,508
2210,712
2210,2570
2210,594
2210,469
2210,636
2210,2220
2210,2105
2210,805
2210,1925
2210,1784
2210,1971
2210,484
2210,2815
2210,850
2210,1217
2210,565
2210,1384
2210,1049
2210,89
2210,679
2210,1046
2210,2182
2210,2235
2210,497
2210,1201
2210,845
2210,1015
2210,2710
2210,2115
2210,239
2210,1775
2210,2127
2210,1837
2210,399
2210,2188
2210,540
2210,903
2210,1610
2210,1030
2210,2502
2210,2044
2210,2264
2210,810
2210,1764
2221,1241
2221,810
2221,994
2221,2324
2221,377
2221,2177
2221,2463
2221,2211
2221,500
2221,1535
2221,175
2221,1529
2221,433
2221,694
2221,2264
2221,219
2221,200
2221,698
2221,2547
2221,1427
2221,2758
2221,502
2221,2661
2221,1048
2221,1558
2221,2008
2221,900
2221,755
2221,2072
2221,1148
2221,2097
2221,624
2232,2186
2232,2
2232,2802
2232,454
2232,2122
2232,2264
2232,2477
2232,2277
2232,196
2232,2520
2232,676
2232,1544
2232,2180
2232,1218
2232,1833
2232,636
2232,1429
2232,2416
2232,219
2232,1685
2232,1670
2232,2253
2232,551
2232,22
2232,794
2232,186
2232,1826
2232,999
2242,2241
2242,673
2242,2044
2242,0
2242,1127
2242,1987
2242,2632
2253,657
2253,35
2253,1174
2253,420
2253,2484
2253,2309
2253,2232
2253,2632
2264,2393
2264,2441
2264,1152
2264,288
2264,1783
2264,2552
2264,1136
2264,1128
2264,252
2264,2191
2264,1809
2264,454
2264,2249
2264,2841
2264,1837
2264,2090
2264,1815
2264,29
2264,2488
2264,1526
2264,2484
2264,994
2264,2186
2264,185
2264,2632
2264,810
2264,502
2264,431
2264,891
2264,616
2264,2265
2264,2416
2264,1558
2264,2134
2264,1839
2264,1544
2264,2022
2264,324
2264,2154
2264,2462
2264,1838
2264,948
2264,517
2264,200
2264,591
2264,2518
2264,2576
2264,1535
2264,2710
2264,2547
2264,2232
2264,2018
2264,755
2264,0
2264,2527
2264,1921
2264,1997
2264,2833
2264,2210
2264,700
2264,2221
2264,1649
2264,724
2264,2163
2264,1315
2264,1609
2264,800
2264,2763
2264,1494
2264,901
2264,2831
2264,336
2264,2007
2264,578
2264,900
2264,165
2264,1165
2264,621
2264,1024
2264,1067
2264,475
2264,251
2264,207
2264,196
2264,2364
2264,35
2264,25
2264,2473
2264,1911
2264,2327
2264,2213
2264,1529
2264,960
2264,1018
2264,660
2264,219
2264,694
2264,1148
2264,2008
2275,409
2275,2743
2275,1809
2275,1526
2275,2342
2275,2123
2275,2114
2275,2110
2275,2676
2275,2231
2275,620
2275,962
2275,1180
2275,2478
2275,1217
2275,1395
2275,1123
2275,497
2275,2495
2275,1333
2275,1227
2275,2632
2275,2148
2275,431
2275,508
2275,89
2275,0
2275,2188
2275,540
2275,2456
2275,2090
2275,2127
2275,2710
2275,2558
2275,1837
2275,2018
2275,2134
2275,111
2275,618
2275,2126
2275,1015
2275,64
2275,942
2275,1386
2275,2
2275,2451
2275,1494
2275,2178
2275,1355
2275,1974
2275,2264
2275,848
2275,2107
2275,1373
2275,647
2286,2393
2286,688
2286,745
2286,1336
2286,1443
2286,2579
2286,484
2286,850
2286,1839
2286,2770
2286,1076
2286,1342
2286,2134
2286,0
2286,2370
2286,1649
2286,131
2286,2443
2286,2206
2286,1067
2286,1187
2286,2089
2286,960
2297,2471
2297,2210
2297,2396
2297,2188
2297,636
2297,755
2297,2710
2297,860
2297,399
2297,386
2297,1386
2297,540
2297,2134
2297,410
2297,508
2297,2019
2297,2293
2297,2342
2297,1176
2309,838
2309,2253
2320,111
2320,2558
2320,1493
2320,2417
2320,2201
2320,2110
2320,2088
2320,921
2320,251
2320,2018
2320,615
2320,2600
2320,2177
2320,1911
2320,2264
2320,2743
2320,2364
2320,2188
2320,1535
2320,2484
2320,133
2320,387
2320,1881
2320,2175
2320,2590
2320,424
2320,2699
2320,1112
2331,1382
2331,2459
2331,673
2331,2191
2342,2495
2342,0
2342,2133
2342,929
2342,1888
2342,2148
2342,669
2342,1868
2342,1921
2342,1837
2342,661
2342,2407
2342,565
2342,469
2342,1911
2342,1015
2342,962
2342,2625
2342,2446
2342,2368
2342,998
2342,1386
2342,410
2342,2237
2342,274
2342,2628
2342,1526
2342,508
2342,2109
2342,2527
2342,1080
2342,995
2342,2275
2342,2489
2342,2809
2342,2210
2342,2123
2342,2797
2342,2134
2342,808
2342,2110
2342,540
2342,2672
2342,800
2342,2101
2342,1076
2342,1056
2342,36
2342,1791
2342,1176
2342,1165
2342,2105
2342,2229
2342,2710
2342,2297
2342,68
2342,611
2342,366
2342,659
2342,2410
2342,1053
2342,634
2342,2115
2342,1874
2342,1132
2342,89
2342,911
2342,850
2342,636
2342,2188
2342,111
2342,399
2353,687
2353,2777
2353,951
2353,1449
2353,2233
2353,1974
2353,283
2353,1355
2353,334
2353,920
2353,2689
2353,2728
2353,2555
2353,377
2353,2638
2353,2125
2353,2111
2353,177
2364,1951
2364,1160
2364,744
2364,429
2364,2590
2364,1526
2364,768
2364,1837
2364,2710
2364,2210
2364,2231
2364,2554
2364,30
2364,2098
2364,484
2364,618
2364,2004
2364,1649
2364,36
2364,2488
2364,2127
2364,2124
2364,0
2364,612
2364,2495
2364,252
2364,2547
2364,1030
2364,2450
2364,741
2364,818
2364,962
2364,65
2364,1712
2364,294
2364,1574
2364,1691
2364,234
2364,2008
2364,431
2364,2569
2364,1742
2364,69
2364,2844
2364,2095
2364,150
2364,2600
2364,848
2364,2350
2364,1702
2364,1112
2364,2592
2364,1003
2364,2792
2364,355
2364,921
2364,2396
2364,2264
2364,2
2364,2320
2364,2743
2364,2611
2364,2655
2364,2177
2364,2134
2364,1294
2374,717
2374,2201
2374,1911
2374,1148
2385,1076
2385,2123
2385,1731
2385,0
2385,2018
2385,2784
2385,2768
2385,2456
2385,2569
2396,334
2396,1181
2396,1152
2396,2265
2396,1968
2396,2467
2396,288
2396,0
2396,2552
2396,661
2396,1063
2396,2718
2396,574
2396,2745
2396,696
2396,110
2396,1336
2396,2441
2396,431
2396,2172
2396,1532
2396,173
2396,183
2396,687
2396,541
2396,616
2396,745
2396,711
2396,521
2396,1535
2396,1176
2396,656
2396,2393
2396,2191
2396,1017
2396,1510
2396,1881
2396,2058
2396,996
2396,235
2396,514
2396,2489
2396,2322
2396,679
2396,2134
2396,729
2396,1868
2396,145
2396,2293
2396,1477
2396,2713
2396,1838
2396,475
2396,2484
2396,2297
2396,540
2396,2744
2396,1427
2396,1123
2396,2188
2396,647
2396,2658
2396,517
2396,95
2396,241
2396,1295
2396,345
2396,1333
2396,89
2396,2022
2396,1591
2396,207
2396,1251
2396,1494
2396,1983
2396,273
2396,2597
2396,979
2396,1112
2396,1232
2396,2333
2396,2456
2396,921
2396,2491
2396,2342
2396,2710
2396,2569
2396,2519
2396,963
2396,2536
2396,2232
2396,810
2396,2547
2396,2090
2396,2200
2396,111
2396,2127
2396,2768
2396,860
2396,2193
2396,1493
2396,2743
2396,636
2396,2438
2396,2805
2396,251
2396,2558
2396,2364
2396,2633
2396,2495
2396,218
2396,2089
2396,2264
2396,1911
2396,2
2407,2732
2407,88
2407,2743
2407,2456
2407,2342
2407,2000
2407,2164
2407,1013
2407,2134
2407,2293
2407,2484
2407,745
2407,1271
2407,334
2407,50
2407,647
2407,2633
2407,2396
2407,2547
2407,0
2407,111
2407,2365
2419,2502
2419,2154
2419,618
2419,1506
2419,1951
2419,2742
2419,1391
2419,517
2419,890
2419,252
2419,755
2419,1073
2419,658
2419,915
2419,2301
2419,409
2419,1294
2419,2232
2419,97
2419,1018
2419,1422
2419,334
2419,928
2419,2699
2419,2831
2419,288
2419,211
2419,994
2419,832
2419,35
2419,0
2419,431
2419,2547
2419,2216
2419,2137
2419,2312
2419,2595
2419,816
2419,2342
2430,2116
2430,2214
2430,2264
2430,0
2430,1
2441,2396
2441,2264
2441,1884
2441,2343
2441,382
2441,1125
2441,1194
2441,235
2441,216
2441,2744
2441,517
2441,610
2441,2696
2441,2633
2441,2130
2441,35
2441,2462
2441,881
2441,2213
2441,1175
2441,1783
2441,475
2441,954
2462,382
2462,1152
2462,182
2462,66
2462,619
2462,517
2462,1322
2462,803
2462,2264
2462,336
2462,1133
2462,674
2462,2821
2462,1315
2462,507
2462,541
2462,52
2462,338
2462,1067
2462,1024
2462,35
2462,2441
2462,1295
2462,2022
2462,574
2473,439
2473,2736
2473,1555
2473,1067
2473,2504
2473,945
2473,102
2473,6
2473,2526
2484,454
2484,154
2484,2264
2484,2632
2484,1398
2484,1067
2484,2183
2484,2293
2484,2728
2484,1535
2484,133
2484,2512
2484,420
2484,2633
2484,1494
2484,2477
2484,2495
2484,475
2484,35
2484,2407
2484,663
2484,1933
2484,2
2484,2320
2484,2396
2484,647
2484,636
2484,334
2484,1
2484,2547
2484,0
2484,963
2484,1847
2484,207
2495,2177
2495,2402
2495,2634
2495,2825
2495,1890
2495,2569
2495,2547
2495,2127
2495,2191
2495,625
2495,218
2495,133
2495,2743
2495,756
2495,2437
2495,2710
2495,2745
2495,2815
2495,18
2495,911
2495,2275
2495,1333
2495,855
2495,431
2495,2484
2495,475
2495,636
2495,1069
2495,647
2495,2364
2495,1295
2495,739
2495,1176
2495,2699
2504,2488
2504,2491
2504,1344
2504,253
2504,823
2504,1986
2504,1060
2504,713
2504,1331
2504,1174
2504,2130
2504,284
2504,513
2504,2443
2504,2186
2504,1067
2504,2283
2504,781
2504,2453
2504,1884
2504,2473
2504,1902
2504,2059
2504,181
2504,2752
2504,879
2515,1116
2526,102
2526,2766
2526,3
2526,2473
2536,1809
2536,1598
2536,2576
2536,559
2536,1981
2536,508
2536,2231
2536,75
2536,2327
2536,97
2536,94
2536,272
2536,1204
2536,0
2536,2495
2536,2293
2536,2303
2536,2632
2536,111
2536,2232
2536,2743
2536,2090
2536,842
2536,76
2547,2237
2547,2177
2547,1574
2547,2008
2547,29
2547,508
2547,2186
2547,1535
2547,1336
2547,994
2547,636
2547,2632
2547,1613
2547,500
2547,900
2547,1558
2547,2558
2547,1462
2547,2264
2547,2416
2547,2327
2547,810
2547,502
2547,2154
2547,2768
2547,2488
2547,1809
2547,2576
2547,755
2547,745
2547,0
2547,219
2547,1500
2547,1154
